id,longitude,latitude,planting_year,Avg_Annual_Rainfall,Avg_Annual_Temp
3510,7.78896,10.26858,2016,2892,25.78
3511,7.78896,10.26858,2016,2892,25.78
3512,7.78896,10.26858,2016,2892,25.78
3513,7.78896,10.26858,2016,2892,25.78
3514,7.78896,10.26858,2016,2892,25.78
3515,7.78896,10.26858,2016,2892,25.78
3516,7.78896,10.26858,2016,2892,25.78
3517,7.78896,10.26858,2016,2892,25.78
3518,7.78896,10.26858,2016,2892,25.78
3519,7.78896,10.26858,2016,2892,25.78
3520,7.78896,10.26858,2016,2892,25.78
3521,7.78896,10.26858,2016,2892,25.78
3522,7.78896,10.26858,2016,2892,25.78
3523,7.78896,10.26858,2016,2892,25.78
3524,7.78896,10.26858,2015,2158,25.33
3525,7.78896,10.26858,2015,2158,25.33
3526,7.78896,10.26858,2015,2158,25.33
3527,7.78896,10.26858,2015,2158,25.33
3528,7.78896,10.26858,2015,2158,25.33
3529,7.78896,10.26858,2015,2158,25.33
3530,7.78896,10.26858,2015,2158,25.33
3531,7.78896,10.26858,2015,2158,25.33
3532,7.78896,10.26858,2015,2158,25.33
3533,7.78896,10.26858,2015,2158,25.33
3534,7.78896,10.26858,2015,2158,25.33
3535,7.78896,10.26858,2015,2158,25.33
3536,7.78896,10.26858,2015,2158,25.33
3537,7.78896,10.26858,2015,2158,25.33
3538,7.78896,10.26858,2015,2158,25.33
3539,7.78896,10.26858,2015,2158,25.33
3540,7.78896,10.26858,2015,2158,25.33
3541,7.78896,10.26858,2015,2158,25.33
3542,7.78896,10.26858,2015,2158,25.33
3543,7.78896,10.26858,2015,2158,25.33
3544,7.78896,10.26858,2015,2158,25.33
3545,7.78896,10.26858,2015,2158,25.33
3546,7.78896,10.26858,2015,2158,25.33
3547,7.78896,10.26858,2015,2158,25.33
3548,7.78896,10.26858,2015,2158,25.33
3549,7.78896,10.26858,2015,2158,25.33
3550,7.78896,10.26858,2015,2158,25.33
3551,7.78896,10.26858,2015,2158,25.33
3552,7.78896,10.26858,2015,2158,25.33
3553,7.78896,10.26858,2015,2158,25.33
3554,7.78896,10.26858,2015,2158,25.33
3555,7.78896,10.26858,2015,2158,25.33
3556,7.78896,10.26858,2015,2158,25.33
3557,7.78896,10.26858,2015,2158,25.33
3558,7.78896,10.26858,2015,2158,25.33
3559,7.78896,10.26858,2015,2158,25.33
3560,7.78896,10.26858,2015,2158,25.33
3561,7.78896,10.26858,2015,2158,25.33
3562,7.78896,10.26858,2015,2158,25.33
3563,7.78896,10.26858,2015,2158,25.33
3564,7.78896,10.26858,2015,2158,25.33
3565,7.78896,10.26858,2015,2158,25.33
3566,7.78896,10.26858,2015,2158,25.33
3567,7.78896,10.26858,2015,2158,25.33
3568,7.78896,10.26858,2015,2158,25.33
3569,7.78896,10.26858,2015,2158,25.33
3570,7.78896,10.26858,2015,2158,25.33
3571,7.78896,10.26858,2015,2158,25.33
3572,7.78896,10.26858,2015,2158,25.33
3573,7.78896,10.26858,2015,2158,25.33
3574,7.78896,10.26858,2015,2158,25.33
3575,7.78896,10.26858,2015,2158,25.33
3576,7.78896,10.26858,2015,2158,25.33
3577,7.78896,10.26858,2015,2158,25.33
3578,7.78896,10.26858,2016,2892,25.78
3579,7.78896,10.26858,2016,2892,25.78
3580,7.78896,10.26858,2016,2892,25.78
3581,7.78896,10.26858,2016,2892,25.78
3582,7.78896,10.26858,2016,2892,25.78
3583,7.78896,10.26858,2016,2892,25.78
3584,7.78896,10.26858,2016,2892,25.78
3585,7.78896,10.26858,2016,2892,25.78
3586,7.78896,10.26858,2016,2892,25.78
3587,7.78896,10.26858,2016,2892,25.78
3588,7.78896,10.26858,2016,2892,25.78
3589,7.78896,10.26858,2016,2892,25.78
3590,7.78896,10.26858,2016,2892,25.78
3591,7.78896,10.26858,2016,2892,25.78
3592,7.78896,10.26858,2016,2892,25.78
3593,7.78896,10.26858,2016,2892,25.78
3594,7.78896,10.26858,2016,2892,25.78
3595,7.78896,10.26858,2016,2892,25.78
3596,7.78896,10.26858,2016,2892,25.78
3597,7.78896,10.26858,2016,2892,25.78
3598,7.78896,10.26858,2016,2892,25.78
3599,7.78896,10.26858,2016,2892,25.78
3600,7.78896,10.26858,2016,2892,25.78
3601,7.78896,10.26858,2016,2892,25.78
3602,7.78896,10.26858,2016,2892,25.78
3603,7.78896,10.26858,2016,2892,25.78
3604,7.78896,10.26858,2016,2892,25.78
3605,7.78896,10.26858,2016,2892,25.78
3606,7.78896,10.26858,2016,2892,25.78
3607,7.78896,10.26858,2016,2892,25.78
3608,7.78896,10.26858,2016,2892,25.78
3609,7.78896,10.26858,2016,2892,25.78
3610,7.78896,10.26858,2016,2892,25.78
3611,7.78896,10.26858,2016,2892,25.78
3612,7.78896,10.26858,2016,2892,25.78
3613,7.78896,10.26858,2016,2892,25.78
3614,7.78896,10.26858,2016,2892,25.78
3615,7.78896,10.26858,2016,2892,25.78
3616,7.78896,10.26858,2016,2892,25.78
3617,7.78896,10.26858,2016,2892,25.78
3618,7.78896,10.26858,2016,2892,25.78
3619,7.78896,10.26858,2016,2892,25.78
3620,7.78896,10.26858,2016,2892,25.78
3621,7.78896,10.26858,2016,2892,25.78
3622,7.78896,10.26858,2016,2892,25.78
3623,7.78896,10.26858,2016,2892,25.78
3624,7.78896,10.26858,2016,2892,25.78
3625,7.78896,10.26858,2016,2892,25.78
3626,7.78896,10.26858,2016,2892,25.78
3627,7.78896,10.26858,2016,2892,25.78
3628,7.78896,10.26858,2016,2892,25.78
3629,7.78896,10.26858,2016,2892,25.78
3630,7.78896,10.26858,2016,2892,25.78
3631,7.78896,10.26858,2016,2892,25.78
45360,8.512527315,8.467352751,2017,1278,28.13
45361,8.512527315,8.467352751,2017,1278,28.13
45362,8.512527315,8.467352751,2017,1278,28.13
45363,8.512527315,8.467352751,2017,1278,28.13
45364,8.512109011,8.464547111,2017,1278,28.13
45365,8.512109011,8.464547111,2017,1278,28.13
45366,8.512109011,8.464547111,2017,1278,28.13
45367,8.512109011,8.464547111,2017,1278,28.13
45368,8.526524104,8.430663123,2017,1276,27.98
45369,8.526524104,8.430663123,2017,1276,27.98
45370,8.526524104,8.430663123,2017,1276,27.98
45371,8.526524104,8.430663123,2017,1276,27.98
45372,10.04235388,9.376682947,2017,1078,27.38
45373,10.04235388,9.376682947,2017,1078,27.38
45374,10.04235388,9.376682947,2017,1078,27.38
45375,10.04235388,9.376682947,2017,1078,27.38
45376,10.0427224,9.37859701,2017,1078,27.38
45377,10.0427224,9.37859701,2017,1078,27.38
45378,10.0427224,9.37859701,2017,1078,27.38
45379,10.0427224,9.37859701,2017,1078,27.38
45380,10.01949526,9.364452738,2017,1082,27.47
45381,10.01949526,9.364452738,2017,1082,27.47
45382,10.01949526,9.364452738,2017,1082,27.47
45383,10.01949526,9.364452738,2017,1082,27.47
45384,10.04568548,9.387953861,2017,1078,27.38
45385,10.04568548,9.387953861,2017,1078,27.38
45386,10.04568548,9.387953861,2017,1078,27.38
45387,10.04568548,9.387953861,2017,1078,27.38
45388,9.98418909,9.376775759,2017,1093,27.08
45389,9.98418909,9.376775759,2017,1093,27.08
45390,9.98418909,9.376775759,2017,1093,27.08
45391,9.98418909,9.376775759,2017,1093,27.08
45392,10.05246005,9.367237288,2017,1081,27.48
45393,10.05246005,9.367237288,2017,1081,27.48
45394,10.05246005,9.367237288,2017,1081,27.48
45395,10.05246005,9.367237288,2017,1081,27.48
45396,10.04357638,9.374391838,2017,1081,27.48
45397,10.04357638,9.374391838,2017,1081,27.48
45398,10.04357638,9.374391838,2017,1081,27.48
45399,10.04357638,9.374391838,2017,1081,27.48
45400,10.04687102,9.34144251,2017,1081,27.48
45401,10.04687102,9.34144251,2017,1081,27.48
45402,10.04687102,9.34144251,2017,1081,27.48
45403,10.04687102,9.34144251,2017,1081,27.48
45404,10.04936875,9.34316001,2017,1081,27.48
45405,10.04936875,9.34316001,2017,1081,27.48
45406,10.04936875,9.34316001,2017,1081,27.48
45407,10.04936875,9.34316001,2017,1081,27.48
45408,11.38116805,9.09224454,2017,1040,27.73
45409,11.38116805,9.09224454,2017,1040,27.73
45410,11.38116805,9.09224454,2017,1040,27.73
45411,11.38116805,9.09224454,2017,1040,27.73
45413,9.409332026,8.951156922,2017,1221,27.96
45414,9.409332026,8.951156922,2017,1221,27.96
45415,9.409332026,8.951156922,2017,1221,27.96
45416,9.378482319,8.924990694,2017,1221,27.96
45417,9.378482319,8.924990694,2017,1221,27.96
45418,9.378482319,8.924990694,2017,1221,27.96
45419,9.378482319,8.924990694,2017,1221,27.96
45420,9.382526613,8.886914538,2017,1224,27.97
45421,9.382526613,8.886914538,2017,1224,27.97
45422,9.382526613,8.886914538,2017,1224,27.97
45423,9.382526613,8.886914538,2017,1224,27.97
45424,9.3827566,8.927564559,2017,1221,27.96
45425,9.3827566,8.927564559,2017,1221,27.96
45426,9.3827566,8.927564559,2017,1221,27.96
45427,9.3827566,8.927564559,2017,1221,27.96
45428,11.70891458,9.068506319,2017,1071,26.62
45429,11.70891458,9.068506319,2017,1071,26.62
45430,11.70891458,9.068506319,2017,1071,26.62
45431,11.70891458,9.068506319,2017,1071,26.62
45432,11.6504548,9.023191403,2017,1079,26.42
45433,11.6504548,9.023191403,2017,1079,26.42
45434,11.6504548,9.023191403,2017,1079,26.42
45435,11.6504548,9.023191403,2017,1079,26.42
45438,9.047566828,9.863950971,2017,1232,22.36
45439,9.047566828,9.863950971,2017,1232,22.36
45440,9.190189625,9.551329335,2017,1212,22.93
45441,9.190189625,9.551329335,2017,1212,22.93
45442,9.190189625,9.551329335,2017,1212,22.93
45443,9.190189625,9.551329335,2017,1212,22.93
45444,9.216180874,9.569465834,2017,1200,23.05
45445,9.216180874,9.569465834,2017,1200,23.05
45446,9.216180874,9.569465834,2017,1200,23.05
45447,9.216180874,9.569465834,2017,1200,23.05
45448,6.960805229,11.0819927,2017,1098,25.71
45449,6.960805229,11.0819927,2017,1098,25.71
45450,6.960805229,11.0819927,2017,1098,25.71
45451,6.960805229,11.0819927,2017,1098,25.71
45452,6.949838072,11.09677665,2017,1091,25.77
45453,6.949838072,11.09677665,2017,1091,25.77
45454,6.949838072,11.09677665,2017,1091,25.77
45455,6.949838072,11.09677665,2017,1091,25.77
45456,6.957319817,11.14534426,2017,1086,25.79
45457,6.957319817,11.14534426,2017,1086,25.79
45458,6.957319817,11.14534426,2017,1086,25.79
45459,6.957319817,11.14534426,2017,1086,25.79
45460,6.986974591,11.15359976,2017,1085,25.65
45461,6.986974591,11.15359976,2017,1085,25.65
45462,6.986974591,11.15359976,2017,1085,25.65
45463,6.986974591,11.15359976,2017,1085,25.65
45464,6.982401874,11.10606225,2017,1091,25.7
45465,6.982401874,11.10606225,2017,1091,25.7
45466,6.982401874,11.10606225,2017,1091,25.7
45467,6.982401874,11.10606225,2017,1091,25.7
45468,6.981663697,11.1079859,2017,1091,25.7
45469,6.981663697,11.1079859,2017,1091,25.7
45470,6.981663697,11.1079859,2017,1091,25.7
45471,6.981663697,11.1079859,2017,1091,25.7
45472,6.973256206,11.10527921,2017,1091,25.7
45474,6.973256206,11.10527921,2017,1091,25.7
45475,6.973256206,11.10527921,2017,1091,25.7
45477,8.661382791,9.60541806,2017,1384,23.58
45478,8.661382791,9.60541806,2017,1384,23.58
45479,8.661382791,9.60541806,2017,1384,23.58
45480,6.979382878,11.10563063,2017,1091,25.7
45481,6.979382878,11.10563063,2017,1091,25.7
45482,6.979382878,11.10563063,2017,1091,25.7
45483,6.979382878,11.10563063,2017,1091,25.7
45485,6.981286356,11.10307597,2017,1091,25.7
45486,6.981286356,11.10307597,2017,1091,25.7
45487,6.981286356,11.10307597,2017,1091,25.7
45488,11.02450363,8.981018221,2017,1064,28.01
45489,11.02450363,8.981018221,2017,1064,28.01
45490,11.02450363,8.981018221,2017,1064,28.01
45491,11.02450363,8.981018221,2017,1064,28.01
45492,11.03239429,8.992859928,2017,1064,28.01
45493,11.03239429,8.992859928,2017,1064,28.01
45494,11.03239429,8.992859928,2017,1064,28.01
45495,11.03239429,8.992859928,2017,1064,28.01
45496,11.07257728,8.905048246,2017,1085,27.88
45497,11.07257728,8.905048246,2017,1085,27.88
45498,11.07257728,8.905048246,2017,1085,27.88
45499,11.07257728,8.905048246,2017,1085,27.88
45500,11.06891777,8.908363562,2017,1085,27.88
45501,11.06891777,8.908363562,2017,1085,27.88
45502,11.06891777,8.908363562,2017,1085,27.88
45503,11.06891777,8.908363562,2017,1085,27.88
45504,6.967559117,11.14962252,2017,1085,25.65
45505,6.967559117,11.14962252,2017,1085,25.65
45506,6.967559117,11.14962252,2017,1085,25.65
45507,6.967559117,11.14962252,2017,1085,25.65
45508,11.06949104,8.907120155,2017,1085,27.88
45509,11.06949104,8.907120155,2017,1085,27.88
45510,11.06949104,8.907120155,2017,1085,27.88
45511,11.06949104,8.907120155,2017,1085,27.88
45512,6.946794667,11.09954573,2017,1091,25.77
45513,6.946794667,11.09954573,2017,1091,25.77
45514,6.946794667,11.09954573,2017,1091,25.77
45515,6.946794667,11.09954573,2017,1091,25.77
45516,11.06716036,8.905617928,2017,1085,27.88
45517,11.06716036,8.905617928,2017,1085,27.88
45518,11.06716036,8.905617928,2017,1085,27.88
45519,11.06716036,8.905617928,2017,1085,27.88
45520,6.977466637,11.13308796,2017,1085,25.65
45521,6.977466637,11.13308796,2017,1085,25.65
45522,6.977466637,11.13308796,2017,1085,25.65
45523,6.977466637,11.13308796,2017,1085,25.65
45524,11.05880709,8.913378733,2017,1085,27.88
45525,11.05880709,8.913378733,2017,1085,27.88
45526,11.05880709,8.913378733,2017,1085,27.88
45527,11.05880709,8.913378733,2017,1085,27.88
45528,11.05795841,8.916982531,2017,1079,27.85
45529,11.05795841,8.916982531,2017,1079,27.85
45530,11.05795841,8.916982531,2017,1079,27.85
45531,11.05795841,8.916982531,2017,1079,27.85
45532,6.964369218,11.13388459,2017,1085,25.65
45533,6.964369218,11.13388459,2017,1085,25.65
45534,6.964369218,11.13388459,2017,1085,25.65
45535,6.964369218,11.13388459,2017,1085,25.65
45536,11.0390118,8.947989861,2017,1070,27.98
45537,11.0390118,8.947989861,2017,1070,27.98
45538,11.0390118,8.947989861,2017,1070,27.98
45539,11.0390118,8.947989861,2017,1070,27.98
45540,6.967536117,11.15049673,2017,1085,25.65
45541,6.967536117,11.15049673,2017,1085,25.65
45542,6.967536117,11.15049673,2017,1085,25.65
45543,6.967536117,11.15049673,2017,1085,25.65
45545,6.963693671,11.1511251,2017,1085,25.65
45546,6.963693671,11.1511251,2017,1085,25.65
45547,6.963693671,11.1511251,2017,1085,25.65
45548,6.95174416,11.08005942,2017,1101,25.73
45549,6.95174416,11.08005942,2017,1101,25.73
45550,6.95174416,11.08005942,2017,1101,25.73
45551,6.95174416,11.08005942,2017,1101,25.73
45552,6.952888898,11.12186056,2017,1091,25.77
45553,6.952888898,11.12186056,2017,1091,25.77
45554,6.952888898,11.12186056,2017,1091,25.77
45555,6.952888898,11.12186056,2017,1091,25.77
45556,6.953620602,11.14659121,2017,1086,25.79
45557,6.953620602,11.14659121,2017,1086,25.79
45558,6.953620602,11.14659121,2017,1086,25.79
45559,6.953620602,11.14659121,2017,1086,25.79
45560,11.05556474,8.948666068,2017,1079,27.85
45561,11.05556474,8.948666068,2017,1079,27.85
45562,11.05556474,8.948666068,2017,1079,27.85
45563,11.05556474,8.948666068,2017,1079,27.85
45564,10.99690506,8.912804842,2017,1074,28.01
45565,10.99690506,8.912804842,2017,1074,28.01
45566,10.99690506,8.912804842,2017,1074,28.01
45567,10.99690506,8.912804842,2017,1074,28.01
45568,10.99780177,8.91548537,2017,1074,28.01
45569,10.99780177,8.91548537,2017,1074,28.01
45570,10.99780177,8.91548537,2017,1074,28.01
45571,10.99780177,8.91548537,2017,1074,28.01
45572,11.02404567,8.92103285,2017,1070,27.98
45573,11.02404567,8.92103285,2017,1070,27.98
45574,11.02404567,8.92103285,2017,1070,27.98
45575,11.02404567,8.92103285,2017,1070,27.98
45576,11.02506646,8.904863355,2017,1082,27.89
45577,11.02506646,8.904863355,2017,1082,27.89
45578,11.02506646,8.904863355,2017,1082,27.89
45579,11.02506646,8.904863355,2017,1082,27.89
45580,11.02178953,8.923211897,2017,1070,27.98
45581,11.02178953,8.923211897,2017,1070,27.98
45582,11.02178953,8.923211897,2017,1070,27.98
45583,11.02178953,8.923211897,2017,1070,27.98
45584,11.02417473,8.909257343,2017,1082,27.89
45585,11.02417473,8.909257343,2017,1082,27.89
45586,11.02417473,8.909257343,2017,1082,27.89
45587,11.02417473,8.909257343,2017,1082,27.89
45588,11.02581529,8.9255795,2017,1070,27.98
45589,11.02581529,8.9255795,2017,1070,27.98
45590,11.02581529,8.9255795,2017,1070,27.98
45591,11.02581529,8.9255795,2017,1070,27.98
45592,11.03226245,8.920093738,2017,1070,27.98
45593,11.03226245,8.920093738,2017,1070,27.98
45594,11.03226245,8.920093738,2017,1070,27.98
45595,11.03226245,8.920093738,2017,1070,27.98
45596,11.01669724,8.976059721,2017,1064,28.01
45597,11.01669724,8.976059721,2017,1064,28.01
45598,11.01669724,8.976059721,2017,1064,28.01
45599,11.01669724,8.976059721,2017,1064,28.01
45600,6.515264885,8.524566657,2017,1104,28.32
45601,6.515264885,8.524566657,2017,1104,28.32
45603,6.515264885,8.524566657,2017,1104,28.32
45604,6.0694717,10.0393,2017,1246,27.75
45605,6.0694717,10.0393,2017,1246,27.75
45606,6.0694717,10.0393,2017,1246,27.75
45607,6.0694717,10.0393,2017,1246,27.75
45608,6.09458,10.0311383,2017,1247,27.55
45609,6.09458,10.0311383,2017,1247,27.55
45610,6.09458,10.0311383,2017,1247,27.55
45611,6.09458,10.0311383,2017,1247,27.55
45612,6.0763033,10.0181667,2017,1246,27.75
45613,6.0763033,10.0181667,2017,1246,27.75
45614,6.0763033,10.0181667,2017,1246,27.75
45615,6.0763033,10.0181667,2017,1246,27.75
45616,6.08197,10.0516933,2017,1242,27.74
45617,6.08197,10.0516933,2017,1242,27.74
45618,6.08197,10.0516933,2017,1242,27.74
45619,6.08197,10.0516933,2017,1242,27.74
45620,6.0772767,10.0453717,2017,1242,27.74
45621,6.0772767,10.0453717,2017,1242,27.74
45622,6.0772767,10.0453717,2017,1242,27.74
45623,6.0772767,10.0453717,2017,1242,27.74
45624,6.0734817,10.0162883,2017,1246,27.75
45625,6.0734817,10.0162883,2017,1246,27.75
45626,6.0734817,10.0162883,2017,1246,27.75
45627,6.0734817,10.0162883,2017,1246,27.75
45628,6.075185,10.0374283,2017,1246,27.75
45629,6.075185,10.0374283,2017,1246,27.75
45630,6.075185,10.0374283,2017,1246,27.75
45631,6.075185,10.0374283,2017,1246,27.75
45632,6.070565,10.02119,2017,1246,27.75
45633,6.070565,10.02119,2017,1246,27.75
45634,6.070565,10.02119,2017,1246,27.75
45635,6.070565,10.02119,2017,1246,27.75
45637,8.243428853,11.037053,2017,1086,25.22
45638,8.243428853,11.037053,2017,1086,25.22
45639,8.243428853,11.037053,2017,1086,25.22
45640,8.249510542,11.0277358,2017,1089,25.17
45641,8.249510542,11.0277358,2017,1089,25.17
45642,8.249510542,11.0277358,2017,1089,25.17
45643,8.249510542,11.0277358,2017,1089,25.17
45644,8.250893991,11.03380442,2017,1089,25.17
45645,8.250893991,11.03380442,2017,1089,25.17
45646,8.250893991,11.03380442,2017,1089,25.17
45647,8.250893991,11.03380442,2017,1089,25.17
45649,7.769303857,9.51020162,2017,1385,25.53
45650,7.769303857,9.51020162,2017,1385,25.53
45651,7.769303857,9.51020162,2017,1385,25.53
45652,7.764838944,9.511459346,2017,1385,25.53
45653,7.764838944,9.511459346,2017,1385,25.53
45654,7.764838944,9.511459346,2017,1385,25.53
45655,7.764838944,9.511459346,2017,1385,25.53
45656,7.768263373,9.512285757,2017,1385,25.53
45657,7.768263373,9.512285757,2017,1385,25.53
45658,7.768263373,9.512285757,2017,1385,25.53
45659,7.768263373,9.512285757,2017,1385,25.53
45660,7.751430672,9.473274256,2017,1381,25.68
45661,7.751430672,9.473274256,2017,1381,25.68
45662,7.751430672,9.473274256,2017,1381,25.68
45663,7.751430672,9.473274256,2017,1381,25.68
45664,7.691820793,9.503077201,2017,1372,25.45
45665,7.691820793,9.503077201,2017,1372,25.45
45666,7.691820793,9.503077201,2017,1372,25.45
45667,7.691820793,9.503077201,2017,1372,25.45
45668,7.698208786,9.502273538,2017,1372,25.45
45669,7.698208786,9.502273538,2017,1372,25.45
45670,7.698208786,9.502273538,2017,1372,25.45
45671,7.698208786,9.502273538,2017,1372,25.45
45672,7.698203427,9.555393896,2017,1367,25.55
45673,7.698203427,9.555393896,2017,1367,25.55
45674,7.698203427,9.555393896,2017,1367,25.55
45675,7.698203427,9.555393896,2017,1367,25.55
45676,7.377851891,9.39339202,2017,1331,26.15
45677,7.377851891,9.39339202,2017,1331,26.15
45678,7.377851891,9.39339202,2017,1331,26.15
45679,7.377851891,9.39339202,2017,1331,26.15
45680,7.702012613,9.555901932,2017,1367,25.55
45681,7.702012613,9.555901932,2017,1367,25.55
45682,7.702012613,9.555901932,2017,1367,25.55
45683,7.702012613,9.555901932,2017,1367,25.55
45684,7.705465359,9.55397429,2017,1367,25.55
45685,7.705465359,9.55397429,2017,1367,25.55
45686,7.705465359,9.55397429,2017,1367,25.55
45687,7.705465359,9.55397429,2017,1367,25.55
45688,7.703777098,9.557817707,2017,1367,25.55
45689,7.703777098,9.557817707,2017,1367,25.55
45690,7.703777098,9.557817707,2017,1367,25.55
45691,7.703777098,9.557817707,2017,1367,25.55
45692,7.734935017,9.528404464,2017,1372,25.68
45693,7.734935017,9.528404464,2017,1372,25.68
45694,7.734935017,9.528404464,2017,1372,25.68
45695,7.734935017,9.528404464,2017,1372,25.68
45696,7.745861272,9.539004565,2017,1372,25.68
45697,7.745861272,9.539004565,2017,1372,25.68
45698,7.745861272,9.539004565,2017,1372,25.68
45699,7.745861272,9.539004565,2017,1372,25.68
45701,7.746155372,9.542353798,2017,1371,25.78
45702,7.746155372,9.542353798,2017,1371,25.78
45703,7.746155372,9.542353798,2017,1371,25.78
45704,7.630126628,9.501326274,2017,1357,25.63
45705,7.630126628,9.501326274,2017,1357,25.63
45706,7.630126628,9.501326274,2017,1357,25.63
45707,7.630126628,9.501326274,2017,1357,25.63
45708,7.630154711,9.506664852,2017,1357,25.63
45709,7.630154711,9.506664852,2017,1357,25.63
45710,7.630154711,9.506664852,2017,1357,25.63
45711,7.630154711,9.506664852,2017,1357,25.63
45712,7.630069302,9.506843604,2017,1357,25.63
45713,7.630069302,9.506843604,2017,1357,25.63
45714,7.630069302,9.506843604,2017,1357,25.63
45715,7.630069302,9.506843604,2017,1357,25.63
45716,7.555774591,9.521775592,2017,1342,25.88
45717,7.555774591,9.521775592,2017,1342,25.88
45718,7.555774591,9.521775592,2017,1342,25.88
45719,7.555774591,9.521775592,2017,1342,25.88
45720,7.563742399,9.544978216,2017,1337,26.03
45721,7.563742399,9.544978216,2017,1337,26.03
45722,7.563742399,9.544978216,2017,1337,26.03
45723,7.563742399,9.544978216,2017,1337,26.03
45724,7.572537447,9.528613061,2017,1342,25.88
45725,7.572537447,9.528613061,2017,1342,25.88
45726,7.572537447,9.528613061,2017,1342,25.88
45727,7.572537447,9.528613061,2017,1342,25.88
